Company Name,Exhibitor,Website,LinkedIn URL,Country,Summary,Matched_Product,Distance_Score,Match_Reason,LinkedIn_Company,Scraped_Country,Scrape_Status
AC Future,AC Future,https://acfuture.com/index.html,https://www.linkedin.com/company/acfuture,Unknown,"AC Future is pioneering flexible, mobile, and sustainable housing solutions, with plans to debut the AI Transformable Home (Ai-TH) at CES 2025. The Ai-TH is a cutting-edge, expandable smart home desig...",ip_camera,156.67,"Software Development Life Cycle
SmarTack - Retrofit Smart Switch
● System Architecture
● Embedded Hardware Development
● Embedded Firmware Development
● Cloud Architecture
● Mobile App(Android and iOS...",https://www.linkedin.com/company/ac-future/,Canada,success
,Innatera Nanosystems BV,https://innatera.com/,,Unknown,"Innatera’s ultra-efficient neuromorphic processors mimic the brain’s mechanisms for processing sensory data. Based on a proprietary analog-mixed signal computing architecture, Innatera’s processors le...",ip_camera,156.71,"High Computational Capacity 
The processing foundation, such as the Qualcomm QCS 6490, is crucial because its 12 
TOPS NPU capability provides the enormous computational speed required to run 
demandi...",https://www.linkedin.com/company/innatera,Netherlands,success
,TIMi,https://timi.org/,,Unknown,"Machine Learning, AI and Big Data is WHAT WE DO! TIMi covers all your advanced analytics needs and far more... 100% LOW CODE, our disruptive solution is 20X more efficient and practical, to extrac...",ip_camera,156.99,"rapidise.co
Unified Fall Detection And Vital Capture System 
Rapidise has developed a groundbreaking unified fall detection and vital capture system that integrates cutting-edge technologies to 
enhan...",https://www.linkedin.com/company/timi-study-group,,success
,Efficient Computer,https://www.efficient.computer/,,Unknown,"Efficient Computer builds the world’s most energy-efficient general-purpose processor, combining ultra-efficient hardware with intuitive, developer-friendly software. Our technology scales from “beyon...",ip_camera,157.77,"(NPU) capable of 12 TOPS (Trillions of Operations Per Second). This 
extreme processing power enables sophisticated AI on Edge for 
immediate analysis of video data, supporting applications like Intru...",https://www.linkedin.com/company/efficientcomputer/,,success
,Swayfish Technology,https://swayfish.com/,,Unknown,"Swayfish Technology develops IoT solutions for smart agriculture. Our flagship product, the Lykyn Smart Mushroom Grow Chamber, uses sensors and automation to create ideal growing conditions, combining...",ip_camera,158.0,"Software Development Life Cycle
SmarTack - Retrofit Smart Switch
● System Architecture
● Embedded Hardware Development
● Embedded Firmware Development
● Cloud Architecture
● Mobile App(Android and iOS...",,,success
,Flush-Locks USA,https://zhidao.baidu.com/question/567144393.html,,,Creating seamless paid restroom access using integrated smart lock and payment technology. Patent pending (integrated payment and access control system for restroom facilities). This product’s int...,ip_camera,158.58,"rapidise.co
Smart Gateway For Access Controller 
The Smart Controller provides complete access control 
intelligence in one compact device, making it easier than ever to 
manage building security with...",,,no_website
,Primech AI,https://primech.ai/,,Unknown,"Primech AI is a leading robotics company dedicated to pushing the boundaries of innovation in technology. With a team of passionate individuals and a commitment to collaboration, Primech AI is poised ...",ip_camera,159.38,"(NPU) capable of 12 TOPS (Trillions of Operations Per Second). This 
extreme processing power enables sophisticated AI on Edge for 
immediate analysis of video data, supporting applications like Intru...",,,success
,Intel Corporation,https://www.intel.com/content/www/us/en/download-center/home.html,,Unknown,"Intel creates world-changing technology that enables global progress and enriches lives. Inspired by Moore's Law, we continuously work to advance the design and manufacturing of semiconductors to help...",ip_camera,162.39,"rapidise.co
Multi-T enant Cloud Video Management Portal 
Rapidise has a developed Multi-Tenant Custom Cloud Video Management Software to replace the existing third-party Portal. The 
portal is a compr...",https://www.linkedin.com/company/intel-corporation,,success
,"LatticeWork, Inc.",https://www.latticework.eu/about-us,,Singapore,"LatticeWork is a provider of Visual-Sensing Edge AI solutions. Its latest development, VAISense, combines the power of Video Analytic Intelligent Sensing combined with AI. Revitalize old security cam...",ip_camera,162.66,"Tenant Access Control System and the Smart Gateway For Access 
Controller) act as the physical intelligence points. 
• These devices leverage various communication protocols, including Cellular, 
Ethe...",https://www.linkedin.com/company/latticework-bv/,of latticework b.v. is kennedyplein 200,success
,Chargemate,https://www.chargemate.ai/,,Unknown,"ChargeMate is an intelligent EV charging marketplace that connects drivers with all charge point operators in one unified platform. With real-time data, seamless payments, and API-driven integrations,...",ip_camera,162.76,"• Vehicle Identification & Tracking: License Plate Recognition, Vehicle in out 
counting, and Vehicle Classification. 
• Violation Detection: Overspeed Detection, No helmet Detection, Red Light 
Viola...",https://www.linkedin.com/company/chargemate-ai/about/,,success
,LoRa Alliance,https://blog.lora-alliance.org/what-is-lorawan,,Unknown,"The LoRa Alliance® is a global, open, non-profit association dedicated to advancing the LoRaWAN® standard. Since 2015, it has become one of the largest and fastest-growing technology alliances, unitin...",ip_camera,163.38,"Gateway Operated Access Control System 
This project focused on leveraging LoRaWAN for remote access control. 
• Connectivity Focus (LoRaWAN Gateway): The solution was developed to open 
and close the...",https://www.linkedin.com/company/loraalliance,,success
,KORE Wireless,https://www.korewireless.com/,,Unknown,"KORE is a global leader in IoT solutions and services, helping organizations simplify IoT complexity and achieve better business results. With deep expertise, purpose-built solutions, and agile deploy...",ip_camera,163.94,"Rapidise integrates its access control, video management, and AI capabilities into a 
cohesive system that uses smart edge devices to communicate actionable intelligence 
to a centralized, multi-tenan...",https://www.linkedin.com/company/kore-wireless/,,success
,VMS ELEKTRONIK,https://www.vmselektronik.com/en/,,Unknown,"VMS was founded by Mustafa Dayanıklı, an electronics engineer and the company's founder.Today, VMS, which is on a “technology journey” together with its customers and staff, continues its efforts to d...",ip_camera,164.12,"Tenant Access Control System and the Smart Gateway For Access 
Controller) act as the physical intelligence points. 
• These devices leverage various communication protocols, including Cellular, 
Ethe...",https://www.linkedin.com/company/vmselektronik/,,success
,Teads Holding Co.,https://www.teads.com/,,Unknown,"Teads Holding Co. (“Teads”) (Nasdaq: TEAD) is the omnichannel outcomes platform for the Open Internet, driving full-funnel results for marketers across premium media.",ip_camera,164.43,"rapidise.co
Multi-T enant Cloud Video Management Portal 
Rapidise has a developed Multi-Tenant Custom Cloud Video Management Software to replace the existing third-party Portal. The 
portal is a compr...",https://www.linkedin.com/company/teads/,,success
,Silicon Labs,https://www.zhihu.com/question/402960515,,,"The leader in silicon, software and solutions for a smarter, more connected world.",ip_camera,164.55,"The differentiation in Rapidise’s security offerings is driven by a powerful combination 
of high-performance chipsets for edge intelligence, multi-protocol communication 
for versatile deployment, em...",,,no_website
,CMI Health Inc.,https://cmihealth-inc.com/,,Unknown,"CMI Health, Inc. is dedicated to providing innovative, convenient, and affordable patient monitoring devices and cloud-based solutions for medical professionals in healthcare facilities and consumers ...",ip_camera,165.49,"rapidise.co
Unified Fall Detection And Vital Capture System 
Rapidise has developed a groundbreaking unified fall detection and vital capture system that integrates cutting-edge technologies to 
enhan...",,,success
,floLIVE,https://flolive.net/,,Unknown,"floLIVE provides the best global cellular connectivity for IoT. We own and operate the world’s largest cellular network, for unmatched coverage, performance, and availability. Our platform and multi-I...",ip_camera,166.04,"Tenant Access Control System and the Smart Gateway For Access 
Controller) act as the physical intelligence points. 
• These devices leverage various communication protocols, including Cellular, 
Ethe...",https://www.linkedin.com/company/flo-live/,,success
,ARPA-E,https://www.arpae-summit.com/,,Unknown,The Department of Energy Advanced Research Projects Agency-Energy (ARPA-E) funds and directs the discovery and development of outlier energy technologies to advance American-made energy for all. ARPA-...,ip_camera,166.63,"rapidise.co
Simple Access Control Device
Rapidise engaged in this project for Redesigning the existing device with new updated features with reduction of size, the device is 
used in power stations wh...",,,success
,Arm Ltd,,,,"Arm is the industry’s most energy-efficient, high-performance compute platform—driving innovation across every connected device. Together with the world’s largest computing ecosystem and 22 million de...",ip_camera,167.1,"(NPU) capable of 12 TOPS (Trillions of Operations Per Second). This 
extreme processing power enables sophisticated AI on Edge for 
immediate analysis of video data, supporting applications like Intru...",,,no_website
,AniMed Technology Limited,https://animedtech.com:8888/,,Unknown,"AniMed Technology Limited is a high-tech startup focused on edge intelligence and fiber optic sensing technologies, dedicated to developing next-generation vital sign monitoring systems. Integrating h...",ip_camera,167.47,"rapidise.co
Unified Fall Detection And Vital Capture System 
Rapidise has developed a groundbreaking unified fall detection and vital capture system that integrates cutting-edge technologies to 
enhan...",,,success
,RiseLink,,,,"RiseLink is a top global producer of AIoT chipsets, shipping 300M+ units each year. Our ultra-low-power Wi-Fi and Bluetooth LE solutions bring intelligence to everyday products—from toys and robots to...",ip_camera,167.91,"(NPU) capable of 12 TOPS (Trillions of Operations Per Second). This 
extreme processing power enables sophisticated AI on Edge for 
immediate analysis of video data, supporting applications like Intru...",,,no_website
,Rolling Square,https://rollingsquare.com/,,Unknown,"Natura Umana creates a natural, voice-first AI ecosystem through NatureOS and HumanPods, liberating users from screen dependency. Rolling Square designs groundbreaking consumer electronics that solve ...",ip_camera,169.03,"Software Development Life Cycle
SmarTouch – Premium Smart Switch
● System Architecture
● Embedded Hardware Development
● Embedded Firmware Development
● Cloud Architecture
● Mobile App(Android and iOS...",,,success
,NETGEAR,https://www.netgear.com/,,Unknown,"Founded in 1996 and headquartered in the USA, NETGEAR is a global leader in innovative networking technologies for businesses, homes, and service providers. NETGEAR delivers a wide range of award-winn...",ip_camera,169.94,"(NPU) capable of 12 TOPS (Trillions of Operations Per Second). This 
extreme processing power enables sophisticated AI on Edge for 
immediate analysis of video data, supporting applications like Intru...",https://www.linkedin.com/company/netgear/,,success
AirGemba,AirGemba,https://www.f6s.com/company/airgemba,https://www.linkedin.com/company/airgemba,," AirGemba is an industrial IoT platform providing cloud-based solutions for operational continuity, integrating LoRaWAN devices, MQTT gateways, AI analytics, and predictive maintenance to monitor equipment, minimize downtime, optimize efficiency, and reduce costs across manufacturing and industrial sectors.",ip_camera,170.64,"Gateway Operated Access Control System 
This project focused on leveraging LoRaWAN for remote access control. 
• Connectivity Focus (LoRaWAN Gateway): The solution was developed to open 
and close the...",,,no_website
,"Ceva, Inc.",https://www.ceva-ip.com/press/cevas-20-billion-device-milestone-paves-the-way-for-a-new-era-in-smart-edge-innovation/,,Unknown,"At Ceva, we are passionate about the smart edge. Providing the technology and market expertise our customers need to be successful is what we do best. With the industry’s only portfolio of comprehensi...",ip_camera,172.18,"(NPU) capable of 12 TOPS (Trillions of Operations Per Second). This 
extreme processing power enables sophisticated AI on Edge for 
immediate analysis of video data, supporting applications like Intru...",https://www.linkedin.com/company/ceva/,are in rockville,success
,F-Secure,https://www.f-secure.com/en,,Unknown,"F-Secure makes every digital moment more secure, for everyone. We deliver brilliantly simple, frictionless security experiences that make life easier for the tens of millions of people we protect an...",ip_camera,173.45,"2. Embedded Security and Protection 
Differentiation is achieved by incorporating dedicated security components and 
rigorous design practices. 
• SE050 Secure Element (Authentication IC): The Smart G...",https://www.linkedin.com/company/f-secure-corporation,USA,success
,Samba TV,https://www.samba.tv/,,Unknown,"Samba TV is the global leader in television technology powering real-time insights and audience targeting. We provide advertisers and media companies a unified view of the entire consumer journey, de...",ip_camera,173.53,"• Camera Design: The camera supports a 3-camera design for capturing 
different angles and wide-angle viewing. 
• Edge Processing: It is powered by the Qualcomm QCS 6490 SOC and runs on 
Android 9.0. ...",https://www.linkedin.com/company/free-stream-media-corp-/,,success
,EDGE Sound Research,https://www.edgesoundresearch.com/,,Unknown,"EDGE Sound Research is the leading multimodal audio research organization building an intelligent audio infrastructure isolating sound objects in real time—enabling personalized, immersive, and embodi...",ip_camera,174.77,"A. AI on Edge for Real-Time Insights 
• High-performance edge devices, such as the Surveillance AI Camera and Edge 
AI Box powered by the Qualcomm QCS 6490 SOC (12 TOPS NPU), perform real-
time proces...",https://www.linkedin.com/company/edge-sound-research,,success
,SEVENPOINTONE,https://en.wikipedia.org/wiki/List_of_Indian_records_in_athletics,,,"We are developing solutions for aging society including AlzWIN, an FDA-registered AI dementia screener using 1-minute voice data. The AI solution uses semantic and lexical speech analysis for early, a...",ip_camera,174.92,"• Description: Key features include Fall Detection and Emergency Alert 
Response, Privacy-Preserving Video Clips, Real-time Vital Capture, Natural 
Language Understanding (NLU) Based Secondary Check, ...",,,no_website
,"Emnify, Inc.",https://www.emnify.com/,,Unknown,"emnify is the leading IoT connectivity partner to the innovators building our connected world. Founded in 2014 in Germany, emnify developed the industry’s first cloud-native, global connectivity – the...",ip_camera,175.02,"Tenant Access Control System and the Smart Gateway For Access 
Controller) act as the physical intelligence points. 
• These devices leverage various communication protocols, including Cellular, 
Ethe...",https://www.linkedin.com/company/emnify/,,success
,"Emnify, Inc.",https://www.emnify.com/,,Unknown,"emnify is the leading IoT connectivity partner to the innovators building our connected world. Founded in 2014 in Germany, emnify developed the industry’s first cloud-native, global connectivity – the...",ip_camera,175.02,"Tenant Access Control System and the Smart Gateway For Access 
Controller) act as the physical intelligence points. 
• These devices leverage various communication protocols, including Cellular, 
Ethe...",https://www.linkedin.com/company/emnify/,,success
,PayPal,https://www.paypal.com/tf/webapps/mpp/home?locale.x=en_US,,Unknown,"PayPal has remained at the forefront of the digital payment revolution for more than 20 years. By leveraging technology to make financial services and commerce more convenient, affordable and secure, ...",ip_camera,175.52,"rapidise.co
Billing/Subscription Management on Cloud 
Payment Gateway Options
● Stripe
● Apple Pay
● PayPal
● Authorize.Net
● Braintree
● 2Checkout
● Amazon Pay",,,success
,Efficient Computer,https://www.zhihu.com/question/30777853,,,"Efficient Computer builds the world’s most energy-efficient general-purpose processor, combining ultra-efficient hardware with intuitive, developer-friendly software. Our technology scales from “beyon...",ip_camera,175.99,"High Computational Capacity 
The processing foundation, such as the Qualcomm QCS 6490, is crucial because its 12 
TOPS NPU capability provides the enormous computational speed required to run 
demandi...",,,no_website
,Human Security for All (HS4A),https://humanornot.so/start-search,,, ,ip_camera,176.86,"rapidise.co
T elep An AI Model Library – Security & Surveillance – Safety Application 
Leakage
Detection
Tailgating
Warning
Facial Recognition 
System
Sign Language 
Detection
Word
Spotting
Gesture
Co...",,,success
AiDot Inc.,AiDot Inc.,https://aidotapp.com/,https://www.linkedin.com/company/aidot-smart-home,Unknown,"AiDot improves quality of life through technological development, and delivers tomorrow's smart home today. AiDot utilizes smart home technology to address the real needs of today’s busy world and del...",ip_camera,176.87,"Software Development Life Cycle
SmarTouch – Premium Smart Switch
● System Architecture
● Embedded Hardware Development
● Embedded Firmware Development
● Cloud Architecture
● Mobile App(Android and iOS...",,,success
,CheckIn-Alarm.com,https://www.alarm.com/login.aspx,,Unknown,"Specialists in AI & IoT, Checkin-Alarm.com by Artifeel develops security products adaptable to any environment. Our Check'In range is an all-in-one alarm and monitoring system, uniquely featuring bu...",ip_camera,177.09,"2. Embedded Security and Protection 
Differentiation is achieved by incorporating dedicated security components and 
rigorous design practices. 
• SE050 Secure Element (Authentication IC): The Smart G...",https://www.linkedin.com/company/alarm-com,United States,success
ACCESS BRAIN,ACCESS BRAIN,https://www.zhihu.com/question/329637605,Not found on website,,AI solutions to assist salespeople and managers during their interviews. The user knows what to say and what posture to hold in order to create a feeling of proximity to the customer or employee. Allo...,ip_camera,177.09,"competencies include: 
• Computer Vision 
• Edge Computing & AI 
• Algorithm Development 
• Natural Language Processing (NLP) 
• Specific Detection: Object Detection and Face Detection. 
• Advanced Ap...",,,no_website
,"Mobilint, Inc.",https://tracxn.com/d/companies/mobilint/__hckUK_xFTYfAksk2tp5tlscOVyP7GJmefjCAWzTeZ_U,,,"Mobilint brings AI closer to everyday life with power-efficient, high-performance AI chip solutions. Its flagship NPUs, ARIES and REGULUS, are advanced AI chips capable of handling heavy-duty deep le...",ip_camera,177.16,"(NPU) capable of 12 TOPS (Trillions of Operations Per Second). This 
extreme processing power enables sophisticated AI on Edge for 
immediate analysis of video data, supporting applications like Intru...",,,no_website
,"Synopsys, Inc.",https://www.synopsys.com/,,Unknown,Synopsys delivers leading silicon to systems design solutions that maximize our customers’ R&D capability and productivity. Companies trust Synopsys to pioneer new technologies getting them to market ...,ip_camera,177.5,"(NPU) capable of 12 TOPS (Trillions of Operations Per Second). This 
extreme processing power enables sophisticated AI on Edge for 
immediate analysis of video data, supporting applications like Intru...",https://www.linkedin.com/company/synopsys,,success
,PERCIVAI,https://khiladi11.net/,,,"Expensive sensors like LiDAR drive up costs for automated vehicles and robots. At Perciv AI, we cut these expenses by replacing LiDAR with our AI-driven perception, which uses radars or radar-camera f...",ip_camera,178.14,"• Vehicle Identification & Tracking: License Plate Recognition, Vehicle in out 
counting, and Vehicle Classification. 
• Violation Detection: Overspeed Detection, No helmet Detection, Red Light 
Viola...",,,no_website
,Wyebot,https://wyebot.com/,,Unknown,"Wyebot is the leader in AI-Driven WiFi automation, leveraging AI technology to end the time-consuming, manual process of network optimization; restoring time, money, and energy to IT teams and their c...",ip_camera,178.35,"allows for flexible deployment, high-bandwidth video streaming back to the cloud, and 
reliable data uplink using the MQTT protocol. The ability to support FOTA (Firmware 
Over the Air) updates via th...",https://www.linkedin.com/company/wyebot-inc/,,success
,Tunoptix,https://www.tunoptix.com/,,Unknown,"Tunoptix is pioneering next-generation imaging through wafer-scale meta-optics that bring spectral intelligence to mobile and edge devices. Our technology enables high-performance narrowband, broadban...",in_cabin,113.77,"rapidise.co
Imaging Algorithm Enabling & Image Quality Tuning
Teksun leverages it expertise in advanced image processing an tuning 
technologies. Our solutions include advanced features like image enh...",,,success
,HERE North America LLC,https://www.here.com/,,Unknown,"HERE has been a pioneer in mapping and location technology for 40 years. Today, HERE’s location platform is recognized as the most complete in the industry, powering location-based products, services ...",in_cabin,115.58,"Up Display. The system operates on 
Android 10 or greater and aims to 
enhance vehicle control, monitoring, 
and data visualization. 
The project involved 
progressing from Design 
Version 1.0 (PCB Sc...",https://www.linkedin.com/company/here/mycompany/verification/,,success
,ECARX Limited,https://www.ecarxgroup.com/,,Unknown,"ECARX is a smart mobility technology provider supplying full stack, vertically integrated technology solutions for intelligent cockpit and ADAS solutions to automakers as a Tier 1 supplier. We are inn...",in_cabin,120.29,"• Deployment: These solutions involve developing AI Models on the Edge and 
Cloud and utilizing vehicle network interfacing and sensor data conditioning. 
F. Electronic Control Units (ECUs) 
ECU devel...",https://www.linkedin.com/company/ecarx/,,success
,"Yazaki Innovations, Inc.",https://www.yazaki-na.com/company/driving-innovation,,Unknown,"Yazaki Innovations is a subsidiary of Yazaki Corp, a private Japanese business with operations in 45 countries and 240,000 employees. We combine the best attributes and strengths of Yazaki’s global pr...",in_cabin,122.25,"Rapidise serves as a complete Offshore Development Center (ODC) in the automotive 
sector, offering an exclusively engineered team with niche expertise in technology-driven 
automotive solutions. Thei...",https://www.linkedin.com/company/yazaki-north-america,,success
,Cerence AI,,,,"Cerence AI creates intuitive, seamless, AI-powered user experiences for the world’s leading automakers, two-wheeler OEMs, and trucking companies.",in_cabin,128.79,"2. Edge-AI Engineering and Innovation 
Rapidise specializes in IoT and AI-driven product design and development, offering 
solutions that leverage advanced algorithms for real-time in-vehicle processi...",,,no_website
,emotion3D,https://emotion3d.ai/,,Unknown,emotion3D offers camera-based Driver & Occupant Monitoring Solutions analysing humans & objects in automotive in-cabin environments. The highly customisable and flexible DMS/OMS solutions go beyond re...,in_cabin,132.11,"Area of 
Expertise Deliverables & Technical Details Measurable Impact & 
Outcome 
Product Scope 
Aims to enhance vehicle safety in 
Japan by developing an advanced 
emergency call system. 
The system ...",,,success
,emotion3D,https://emotion3d.ai/,,Unknown,emotion3D offers camera-based Driver & Occupant Monitoring Solutions analysing humans & objects in automotive in-cabin environments. The highly customisable and flexible DMS/OMS solutions go beyond re...,in_cabin,132.11,"Area of 
Expertise Deliverables & Technical Details Measurable Impact & 
Outcome 
Product Scope 
Aims to enhance vehicle safety in 
Japan by developing an advanced 
emergency call system. 
The system ...",,,success
,"ENEOS Holdings, Inc.",https://www.eneos.us/,,Unknown,"While fulfilling our responsibility of providing a stable supply of energy and materials both today and in the future, we will realize a carbon-neutral society through energy transition. This is also ...",in_cabin,132.86,"Rapidise serves as a complete Offshore Development Center (ODC) in the automotive 
sector, offering an exclusively engineered team with niche expertise in technology-driven 
automotive solutions. Thei...",,20 n. martingale road,success
,ECOVACS Robotics Inc.,https://www.ecovacs.com/global,,Unknown,"ECOVACS ROBOTICS advances robotic technologies to serve the world and create a holistic ecosystem between human and robotics in lifestyle and production. Over the last 25 years, ECOVACS transformed fr...",in_cabin,136.95,"Rapidise’s automotive segment is structured around key product families and 
technology pillars that align directly with the shift toward software-defined and 
centralized vehicle architectures, integ...",https://www.linkedin.com/company/ecovacs-robotics-inc-/,USA,success
,ECOVACS Robotics Inc.,https://www.ecovacs.com/global,,Unknown,"ECOVACS ROBOTICS advances robotic technologies to serve the world and create a holistic ecosystem between human and robotics in lifestyle and production. Over the last 25 years, ECOVACS transformed fr...",in_cabin,136.95,"Rapidise’s automotive segment is structured around key product families and 
technology pillars that align directly with the shift toward software-defined and 
centralized vehicle architectures, integ...",https://www.linkedin.com/company/ecovacs-robotics-inc-/,USA,success
,Cyberette,https://cyberette.ai/,,Unknown,"Real-Time Detection of Deepfakes in Images, Videos and Audio with over 99.7% Accuracy, delivered by highly Customizable & Scalable AI-Powered Solutions that integrate seamlessly into any workflow. Hel...",in_cabin,137.12,"accident response capability. 
This project highlights 
Rapidise’s global reach, 
supporting customers in regions 
including Japan. 
3. Edge AI Development: 2.5D Face Recognition (DMS/Digital Key) 
Ca...",https://www.linkedin.com/company/cyberette/,,success
,"Kneron, Inc.",https://www.kneron.com/,,Unknown,"Based in San Diego. Dedicate to the development of integrated edge AI hardware and software solutions for vehicle, security, and broader AIoT use cases. To empower the proliferation of accessible, low...",in_cabin,137.54,"accident response capability. 
This project highlights 
Rapidise’s global reach, 
supporting customers in regions 
including Japan. 
3. Edge AI Development: 2.5D Face Recognition (DMS/Digital Key) 
Ca...",https://www.linkedin.com/company/18611732/,,success
,KDDI Spherience,https://spherience.io/,,Unknown,"KDDI Spherience is part of KDDI Corporation, a Global Fortune 500 & Top 10 Telecom Carrier with 100+ offices around the world. We are connecting several of the world's largest brands in Industrial IoT...",in_cabin,137.78,"Light Sensor) into the HMI for 
monitoring and data 
visualization. The solution 
supports key connectivity 
features: Live GNSS, 4G LTE, 
USB, Wi-Fi/BLE, and Gigabit 
Ethernet. 
HMI/UX 
Focused on cr...",https://www.linkedin.com/company/kddi-spherience,,success
,"Samsung Electronics, Inc.",https://www.samsung.com/us/?msockid=039d4430253361983fb2529d24fe60fa,,Unknown,"Samsung Electronics Co., Ltd. inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, digital signage, smartphones, wearables,...",in_cabin,139.55,"Rapidise's Rear Seat Entertainment solutions offer an enhanced in-car experience for passengers. Our design and development 
services integrate displays, touch screens, and infotainment systems, utili...",,used during reserve period. reservation gift is a one-time use e-certificate; when first used,success
,ETAS,https://www.etas.com/ww/en/,,Unknown,"ETAS provides vehicle basic software, middleware, development tools, cloud-based operations services, cybersecurity solutions, and end-to-end engineering and consulting services for the realization of...",in_cabin,140.32,"• Deployment: These solutions involve developing AI Models on the Edge and 
Cloud and utilizing vehicle network interfacing and sensor data conditioning. 
F. Electronic Control Units (ECUs) 
ECU devel...",https://www.linkedin.com/company/etas/,the transformation of the automotive industry together with manufacturers and suppliers in an innovative and conscientious manner. we,success
,ETAS,https://www.etas.com/ww/en/,,Unknown,"ETAS provides vehicle basic software, middleware, development tools, cloud-based operations services, cybersecurity solutions, and end-to-end engineering and consulting services for the realization of...",in_cabin,140.32,"• Deployment: These solutions involve developing AI Models on the Edge and 
Cloud and utilizing vehicle network interfacing and sensor data conditioning. 
F. Electronic Control Units (ECUs) 
ECU devel...",https://www.linkedin.com/company/etas/,the transformation of the automotive industry together with manufacturers and suppliers in an innovative and conscientious manner. we,success
aiMotive,aiMotive,,https://www.linkedin.com/company/aimotive,,"aiMotive is an automated driving company with a robust, reliable, automotive-grade tooling and embedded solutions product portfolio.",in_cabin,146.77,"2. Edge-AI Engineering and Innovation 
Rapidise specializes in IoT and AI-driven product design and development, offering 
solutions that leverage advanced algorithms for real-time in-vehicle processi...",,,no_website
,Sonatus,https://www.sonatus.com/use-cases/,,Unknown,"Sonatus is driving the evolution toward AI-driven, software-defined vehicles that are intelligent, adaptive, and continuously optimized. We enable automakers to harness vehicle data, derive insights, ...",in_cabin,147.6,"Rapidise's Vehicle Telemetry solutions provide comprehensive fleet management. 
• Core Functions: Real-time Location Tracking, Fuel Consumption Monitoring, 
Over-The-Air (OTA) Updates, Parking Managem...",https://www.linkedin.com/company/sonatus/,the urgent need for improved driver safety and working conditions.,success
,Aptiv,https://www.aptiv.com/,,Unknown,"At CES 2026, Aptiv will showcase solutions that bring intelligent, connected applications into the physical world — from ruggedized sensors and compute to high-performance software for autonomy, per...",in_cabin,147.63,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",https://www.linkedin.com/company/aptiv,,success
,Eyebot,https://www.eyebot.co/,,Unknown,"Eyebot has developed the world’s fastest vision testing solution. Our kiosks deliver doctor-verified eyeglass prescriptions in minutes through advanced hardware and software—making accurate, accessibl...",in_cabin,147.77,"model’s Accuracy details 
reached 96.2%. 
Security & 
Sensing 
Combines a Camera and Time-of-Flight 
sensor to capture depth information 
alongside 2D imagery. This distinction is 
vital for robust pr...",,,success
,Ottawa Infotainment Inc.,https://ottawainfotainment.com/,,Unknown,"Automotive Infotainment Innovation From 1-off Concept Cars to Production Infotainment Solutions, our innovations have been featured in a number of autoshows and cars on the road today. Our expertise...",in_cabin,148.04,"Area of 
Expertise Deliverables & Technical Details Measurable Impact & 
Outcome 
Product Scope 
Aims to enhance vehicle safety in 
Japan by developing an advanced 
emergency call system. 
The system ...",https://www.linkedin.com/company/90665077/,2880 sheffield rd,success
,Inmobi Inc.,https://www.inmobi.com/,,, ,in_cabin,148.13,"Entertainment. 
• Custom IP/Platforms (RSP Platforms): Rapidise develops its own IP products, 
such as the Tejas Android Infotainment System (based on Qualcomm 
625/Quectel SC600T, running Android 9.0...",,,success
,"Voyant Photonics, Inc.",https://voyantphotonics.com/,,Unknown,"Voyant designs and manufacturers high-performance FMCW LIDAR imaging systems based on silicon photonics for the lowest size, power, and cost. Our products address both automotive and industrial robot...",in_cabin,148.18,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",https://www.linkedin.com/company/voyantphotonics/,,success
,IOSiX,https://www2.iosix.com/,,Unknown,"IOSiX has been pushing the bounds of what is possible since 2005. Look no further to see the future of fleet telematics from GPS trackers to heavy duty truck data loggers, IOSiX understands what's im...",in_cabin,148.19,"Dual Display IVI System for Truck OEM (Design to Production)
Tech Stack: (CAN Data Acquisition Module)
● OS : Android 10
● Linux Kernel : 5.4
● Language: C
● Android 10
● Quectel’s Android RIL Driver ...",,USA,success
,Polymatech,https://www.polymatech.us/about/,,Singapore,"Polymatech Electronics proudly stands as India’s first semiconductor chip manufacturer. With a relentless focus on innovation, precision, and quality, we bring advanced Japanese semiconductor technolo...",in_cabin,148.8,"• Quality Manufacturing Environment: The SMT Area and Camera Module 
Assembly Area are both Rated Class 100,000 Clean Room, crucial for high-
precision electronics manufacturing. 
• Advanced Equipment...",,417-a salinas road watsonville,success
,PONTOSENSE,https://www.pontosense.com/,,Unknown,"Pontosense develops privacy-first, contactless sensing technology that enhances lives and protects the vulnerable. By combining wireless engineering with AI, Pontosense transforms everyday spaces into...",in_cabin,149.55,"rapidise.co
Rapidise DMS - Driver Health Monitoring
Telep DMS with Driver Health Monitoring acts as your health-conscious companion on the road. In real-time, it monitors 
vital signs like blood oxyge...",https://www.linkedin.com/company/pontosense/,,success
